day,session_name,time_range,course_instance_id,course_code,course_code_display,course_name,practical_hours,teacher_id,teacher_name,staff_code,room_id,room_number,block,capacity,student_count,total_students,is_batched,batch_info,num_batches,batch_number,batch_label,schedule_type,group_name,group_index,department,semester,day_pattern,is_co_scheduled,co_schedule_id,co_schedule_group_size,co_schedule_partner_teachers,co_schedule_info,capacity_info
monday,L2,10:00 - 11:40,140,CS23PE43,CS23PE43,DevOps,4,1036,Sudhakar Nan,500045,9006,TLFR4/5,Techlounge,70,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G1,1,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/70
wed,L2,10:00 - 11:40,140,CS23PE43,CS23PE43,DevOps,4,1036,Sudhakar Nan,500045,9003,TLFL4/5,Techlounge,70,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G1,1,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/70
tuesday,L4,1:20 - 3:00,142,CS23PE43,CS23PE43,DevOps,4,1036,Sudhakar Nan,500045,9003,TLFL4/5,Techlounge,70,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G4,4,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/70
fri,L4,1:20 - 3:00,142,CS23PE43,CS23PE43,DevOps,4,1036,Sudhakar Nan,500045,9001,TLFL1/2,Techlounge,70,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G4,4,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/70
monday,L2,10:00 - 11:40,144,CS23PE43,CS23PE43,DevOps,4,1132,Sivakumar K,103288,9001,TLFL1/2,Techlounge,70,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G1,1,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/70
wed,L5,3:10 - 4:50,144,CS23PE43,CS23PE43,DevOps,4,1132,Sivakumar K,103288,15,A210/211,A Block,140,70,210,False,,1,,,lab,Computer Science & Engineering_S7_G1,1,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,70/140
thur,L4,1:20 - 3:00,1116,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,238,Suba Malai R,101345,9003,TLFL4/5,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
fri,L2,10:00 - 11:40,1116,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,238,Suba Malai R,101345,13,A208/209,A Block,140,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/140
monday,L1,8:00 - 9:40,1117,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,238,Suba Malai R,101345,9006,TLFR4/5,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
thur,L2,10:00 - 11:40,1117,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,238,Suba Malai R,101345,9001,TLFL1/2,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
thur,L4,1:20 - 3:00,1118,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,266,V Karthick,101281,15,A210/211,A Block,140,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/140
fri,L2,10:00 - 11:40,1118,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,266,V Karthick,101281,13,A208/209,A Block,140,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/140
monday,L1,8:00 - 9:40,1119,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,266,V Karthick,101281,25,TIFAC I01,A Block,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
thur,L2,10:00 - 11:40,1119,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,266,V Karthick,101281,9004,TLFR1/2,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
tuesday,L2,10:00 - 11:40,1120,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,258,Jaeyalakshmi M,101203,9004,TLFR1/2,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
thur,L4,1:20 - 3:00,1120,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,258,Jaeyalakshmi M,101203,15,A210/211,A Block,140,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G3,3,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/140
thur,L2,10:00 - 11:40,1121,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,258,Jaeyalakshmi M,101203,9006,TLFR4/5,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
fri,L5,3:10 - 4:50,1121,CS23PE41,CS23PE41,Fundamentals of Generative AI and Prompt  Engineering,4,258,Jaeyalakshmi M,101203,9003,TLFL4/5,Techlounge,70,69,207,False,,1,,,lab,Computer Science & Engineering_S7_G6,6,Computer Science & Engineering,7,Monday-Fri,False,,1,,Single session,69/70
